text,label,language_mix,category,source
"plz Class moved to 3 PM tomorrow, please attend on time. asap",0,urdu+english,education,synthetic_v1
రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0,urdu+english,work,synthetic_v1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,kannada+english,otp,synthetic_v1
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది #update",0,urdu+english,education,synthetic_v1
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে #update",1,mixed-indic,credential,synthetic_v1
"FYI: Get lottery prize ₹5 lakh now, pay registration fee first",1,telugu+english,credential,synthetic_v1
"Dear customer, Bank statement downloaded successfully from official app.",0,hindi,personal,synthetic_v1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,tamil+english,kyc,synthetic_v1
"உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1,mixed-indic,link,synthetic_v1
FYI: Bank statement downloaded successfully from official app. asap,0,english,social,synthetic_v1
plz Bank statement downloaded successfully from official app. #update,0,english,social,synthetic_v1
FYI: Meeting notes attached in the shared drive. ✅,0,telugu+english,personal,synthetic_v1
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. 🙏",1,hinglish,money,synthetic_v1
FYI: Dinner plan tonight? Let's meet near hostel gate. ✅,0,tamil+english,personal,synthetic_v1
"plz Class moved to 3 PM tomorrow, please attend on time. immediately",0,hindi,personal,synthetic_v1
FYI: Meeting notes attached in the shared drive. 🙏,0,hinglish,work,synthetic_v1
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1,hinglish,impersonation,synthetic_v1
"plz URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. ✅",1,hinglish,money,synthetic_v1
"FYI: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1,hinglish,link,synthetic_v1
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी ✅",1,marathi+english,money,synthetic_v1
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी 🙏,1,kannada+english,otp,synthetic_v1
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। #update",1,hinglish,link,synthetic_v1
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. ✅,1,kannada+english,kyc,synthetic_v1
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন #update",0,urdu+english,education,synthetic_v1
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0,telugu+english,commerce,synthetic_v1
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first asap",1,hinglish,credential,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. immediately",0,hinglish,commerce,synthetic_v1
"plz Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,hindi,kyc,synthetic_v1
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega. #update,1,mixed-indic,otp,synthetic_v1
"plz Your order has been delivered, thank you for shopping. 🙏",0,mixed-indic,personal,synthetic_v1
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅",1,english,impersonation,synthetic_v1
"plz আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,telugu+english,otp,synthetic_v1
"URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN.",1,english,credential,synthetic_v1
plz Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. ✅,1,marathi+english,urgency,synthetic_v1
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0,telugu+english,personal,synthetic_v1
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ,1,telugu+english,impersonation,synthetic_v1
"plz உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1,marathi+english,money,synthetic_v1
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी immediately,1,mixed-indic,urgency,synthetic_v1
plz రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది 🙏,0,kannada+english,education,synthetic_v1
"Dear customer, Bank statement downloaded successfully from official app. asap",0,urdu+english,work,synthetic_v1
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update",1,tamil+english,money,synthetic_v1
FYI: Meeting notes attached in the shared drive. 🙏,0,tamil+english,commerce,synthetic_v1
Attention! Meeting notes attached in the shared drive.,0,tamil+english,social,synthetic_v1
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। asap",1,bengali+english,otp,synthetic_v1
"plz আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,english,social,synthetic_v1
plz Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏,1,hindi,urgency,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately,0,hindi,personal,synthetic_v1
plz Dinner plan tonight? Let's meet near hostel gate.,0,mixed-indic,work,synthetic_v1
Attention! Meeting notes attached in the shared drive. 🙏,0,bengali+english,education,synthetic_v1
Meeting notes attached in the shared drive.,0,tamil+english,commerce,synthetic_v1
"FYI: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. 🙏",1,mixed-indic,credential,synthetic_v1
FYI: Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP.,1,hindi,urgency,synthetic_v1
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी,1,english,link,synthetic_v1
Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1,hinglish,kyc,synthetic_v1
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏,1,marathi+english,urgency,synthetic_v1
"Dear customer, कल assignment submit करना है, भूलना मत #update",0,english,work,synthetic_v1
"Get lottery prize ₹5 lakh now, pay registration fee first asap",1,hinglish,link,synthetic_v1
plz Dinner plan tonight? Let's meet near hostel gate. immediately,0,mixed-indic,commerce,synthetic_v1
Dinner plan tonight? Let's meet near hostel gate. 🙏,0,english,personal,synthetic_v1
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,bengali+english,social,synthetic_v1
"plz कल assignment submit करना है, भूलना मत",0,telugu+english,education,synthetic_v1
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update,1,marathi+english,otp,synthetic_v1
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది immediately",0,hindi,personal,synthetic_v1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,tamil+english,commerce,synthetic_v1
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap,0,kannada+english,personal,synthetic_v1
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap,1,hindi,kyc,synthetic_v1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. ✅",0,urdu+english,social,synthetic_v1
"Your order has been delivered, thank you for shopping.",0,telugu+english,personal,synthetic_v1
"Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,urdu+english,kyc,synthetic_v1
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1,english,credential,synthetic_v1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,english,money,synthetic_v1
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,english,credential,synthetic_v1
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. 🙏",1,kannada+english,urgency,synthetic_v1
Attention! Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. asap,1,bengali+english,impersonation,synthetic_v1
plz Bank statement downloaded successfully from official app.,0,telugu+english,work,synthetic_v1
Attention! Happy birthday! have a great day ahead 🙏,0,telugu+english,education,synthetic_v1
"plz Get lottery prize ₹5 lakh now, pay registration fee first 🙏",1,hindi,credential,synthetic_v1
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏,1,mixed-indic,money,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏,0,hinglish,work,synthetic_v1
Attention! Happy birthday! have a great day ahead,0,telugu+english,work,synthetic_v1
"plz Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,hindi,impersonation,synthetic_v1
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update,1,urdu+english,impersonation,synthetic_v1
Happy birthday! have a great day ahead asap,0,telugu+english,commerce,synthetic_v1
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে 🙏",1,bengali+english,credential,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது,0,urdu+english,personal,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது #update,0,tamil+english,social,synthetic_v1
"Class moved to 3 PM tomorrow, please attend on time. asap",0,english,social,synthetic_v1
రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది 🙏,0,hindi,work,synthetic_v1
"plz URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1,bengali+english,credential,synthetic_v1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1,mixed-indic,otp,synthetic_v1
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది asap,0,hindi,personal,synthetic_v1
"FYI: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1,mixed-indic,impersonation,synthetic_v1
"plz कल assignment submit करना है, भूलना मत asap",0,hinglish,work,synthetic_v1
FYI: Meeting notes attached in the shared drive. immediately,0,kannada+english,social,synthetic_v1
"FYI: कल assignment submit करना है, भूलना मत 🙏",0,mixed-indic,commerce,synthetic_v1
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1,bengali+english,link,synthetic_v1
"Dear customer, Happy birthday! have a great day ahead asap",0,tamil+english,education,synthetic_v1
FYI: Meeting notes attached in the shared drive. #update,0,tamil+english,personal,synthetic_v1
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1,hinglish,credential,synthetic_v1
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,mixed-indic,social,synthetic_v1
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0,mixed-indic,personal,synthetic_v1
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,mixed-indic,money,synthetic_v1
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega.,1,english,kyc,synthetic_v1
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. asap,1,hinglish,impersonation,synthetic_v1
Attention! Dinner plan tonight? Let's meet near hostel gate. ✅,0,hindi,work,synthetic_v1
"Dear customer, कल assignment submit करना है, भूलना मत #update",0,hindi,personal,synthetic_v1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. 🙏",0,bengali+english,social,synthetic_v1
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,english,money,synthetic_v1
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন #update",0,english,personal,synthetic_v1
plz Meeting notes attached in the shared drive.,0,bengali+english,social,synthetic_v1
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది asap,0,marathi+english,social,synthetic_v1
"plz URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. ✅",1,telugu+english,credential,synthetic_v1
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1,kannada+english,otp,synthetic_v1
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0,hindi,social,synthetic_v1
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0,hindi,education,synthetic_v1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1,kannada+english,otp,synthetic_v1
"FYI: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে #update",1,kannada+english,money,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏,0,urdu+english,education,synthetic_v1
"Dear customer, Your order has been delivered, thank you for shopping.",0,kannada+english,education,synthetic_v1
"Dear customer, कल assignment submit करना है, भूलना मत",0,kannada+english,commerce,synthetic_v1
Attention! நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap,0,telugu+english,work,synthetic_v1
Attention! Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. ✅,1,hinglish,otp,synthetic_v1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,marathi+english,urgency,synthetic_v1
"FYI: Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,hinglish,credential,synthetic_v1
"உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1,marathi+english,money,synthetic_v1
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first asap",1,hinglish,money,synthetic_v1
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1,marathi+english,urgency,synthetic_v1
"Dear customer, Your order has been delivered, thank you for shopping. 🙏",0,english,work,synthetic_v1
"Dear customer, நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately",0,kannada+english,work,synthetic_v1
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది,0,bengali+english,commerce,synthetic_v1
Aadhaar PAN re-verify karo warna account freeze ho jayega. ✅,1,english,credential,synthetic_v1
"Dear customer, நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap",0,tamil+english,social,synthetic_v1
"plz আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0,bengali+english,commerce,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0,urdu+english,social,synthetic_v1
Aadhaar PAN re-verify karo warna account freeze ho jayega. ✅,1,urdu+english,otp,synthetic_v1
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் 🙏",1,mixed-indic,kyc,synthetic_v1
"Dear customer, Happy birthday! have a great day ahead asap",0,mixed-indic,commerce,synthetic_v1
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে #update",1,english,impersonation,synthetic_v1
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,tamil+english,money,synthetic_v1
FYI: Meeting notes attached in the shared drive. ✅,0,hinglish,commerce,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. asap",0,urdu+english,work,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. #update",0,hindi,work,synthetic_v1
"Dear customer, మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1,telugu+english,link,synthetic_v1
"Your order has been delivered, thank you for shopping. 🙏",0,marathi+english,social,synthetic_v1
plz Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. immediately,1,mixed-indic,urgency,synthetic_v1
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0,tamil+english,work,synthetic_v1
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ 🙏,1,hinglish,impersonation,synthetic_v1
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,telugu+english,social,synthetic_v1
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. 🙏",0,mixed-indic,social,synthetic_v1
"Dear customer, Aadhaar PAN re-verify karo warna account freeze ho jayega. ✅",1,mixed-indic,link,synthetic_v1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন #update",0,telugu+english,personal,synthetic_v1
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,english,impersonation,synthetic_v1
"Attention! আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে asap",1,tamil+english,money,synthetic_v1
"Attention! Class moved to 3 PM tomorrow, please attend on time. #update",0,hindi,personal,synthetic_v1
"plz আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে immediately",1,bengali+english,urgency,synthetic_v1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும்",1,telugu+english,urgency,synthetic_v1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1,telugu+english,money,synthetic_v1
"FYI: Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,mixed-indic,urgency,synthetic_v1
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update,1,tamil+english,impersonation,synthetic_v1
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1,hinglish,impersonation,synthetic_v1
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1,urdu+english,money,synthetic_v1
"Dear customer, कल assignment submit करना है, भूलना मत 🙏",0,mixed-indic,commerce,synthetic_v1
FYI: Bank statement downloaded successfully from official app. ✅,0,hinglish,personal,synthetic_v1
"FYI: Your order has been delivered, thank you for shopping. immediately",0,marathi+english,work,synthetic_v1
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. immediately",0,mixed-indic,personal,synthetic_v1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,tamil+english,kyc,synthetic_v1
plz Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP.,1,bengali+english,kyc,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately,0,tamil+english,work,synthetic_v1
"Attention! Class moved to 3 PM tomorrow, please attend on time. immediately",0,hinglish,commerce,synthetic_v1
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0,hinglish,commerce,synthetic_v1
plz पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap,1,kannada+english,kyc,synthetic_v1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0,hinglish,social,synthetic_v1
"plz Your order has been delivered, thank you for shopping. 🙏",0,kannada+english,work,synthetic_v1
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది",0,marathi+english,social,synthetic_v1
"Dear customer, Bank statement downloaded successfully from official app.",0,mixed-indic,education,synthetic_v1
"Your order has been delivered, thank you for shopping. immediately",0,hindi,commerce,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. 🙏",0,english,work,synthetic_v1
"FYI: कल assignment submit करना है, भूलना मत",0,hinglish,social,synthetic_v1
"Attention! আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1,marathi+english,impersonation,synthetic_v1
"Dear customer, Aadhaar PAN re-verify karo warna account freeze ho jayega. ✅",1,urdu+english,link,synthetic_v1
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1,english,kyc,synthetic_v1
FYI: Happy birthday! have a great day ahead immediately,0,mixed-indic,personal,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. immediately",0,urdu+english,work,synthetic_v1
"Dear customer, Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. #update",1,tamil+english,money,synthetic_v1
"Dear customer, Your order has been delivered, thank you for shopping. immediately",0,urdu+english,personal,synthetic_v1
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,urdu+english,kyc,synthetic_v1
"Dear customer, कल assignment submit करना है, भूलना मत asap",0,marathi+english,commerce,synthetic_v1
"FYI: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1,hinglish,link,synthetic_v1
"Attention! Class moved to 3 PM tomorrow, please attend on time. 🙏",0,english,education,synthetic_v1
"plz Class moved to 3 PM tomorrow, please attend on time. #update",0,mixed-indic,work,synthetic_v1
"plz URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. #update",1,urdu+english,otp,synthetic_v1
plz Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. asap,1,english,urgency,synthetic_v1
"Dear customer, Your order has been delivered, thank you for shopping. 🙏",0,english,commerce,synthetic_v1
"FYI: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1,mixed-indic,otp,synthetic_v1
"Dear customer, कल assignment submit करना है, भूलना मत immediately",0,kannada+english,work,synthetic_v1
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap,1,hinglish,impersonation,synthetic_v1
"Class moved to 3 PM tomorrow, please attend on time. ✅",0,english,commerce,synthetic_v1
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1,tamil+english,link,synthetic_v1
FYI: Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP.,1,tamil+english,kyc,synthetic_v1
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately,0,marathi+english,education,synthetic_v1
"Dear customer, Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏",1,bengali+english,credential,synthetic_v1
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅",1,marathi+english,credential,synthetic_v1
"Class moved to 3 PM tomorrow, please attend on time. ✅",0,telugu+english,work,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. immediately",0,english,work,synthetic_v1
Attention! Dinner plan tonight? Let's meet near hostel gate. asap,0,hindi,work,synthetic_v1
"Dear customer, Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP.",1,hindi,money,synthetic_v1
FYI: Happy birthday! have a great day ahead,0,bengali+english,commerce,synthetic_v1
Bank statement downloaded successfully from official app.,0,bengali+english,work,synthetic_v1
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,telugu+english,urgency,synthetic_v1
Attention! Dinner plan tonight? Let's meet near hostel gate. immediately,0,urdu+english,work,synthetic_v1
"Attention! कल assignment submit करना है, भूलना मत #update",0,english,education,synthetic_v1
"plz আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,hindi,urgency,synthetic_v1
"Class moved to 3 PM tomorrow, please attend on time.",0,hinglish,education,synthetic_v1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0,bengali+english,education,synthetic_v1
"plz Class moved to 3 PM tomorrow, please attend on time. asap",0,english,social,synthetic_v1
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,urdu+english,impersonation,synthetic_v1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন 🙏",0,hindi,work,synthetic_v1
"Dear customer, Meeting notes attached in the shared drive. #update",0,bengali+english,commerce,synthetic_v1
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0,telugu+english,social,synthetic_v1
Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1,kannada+english,urgency,synthetic_v1
Dinner plan tonight? Let's meet near hostel gate. #update,0,bengali+english,social,synthetic_v1
FYI: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ 🙏,1,english,impersonation,synthetic_v1
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে immediately",1,english,money,synthetic_v1
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0,urdu+english,commerce,synthetic_v1
plz Bank statement downloaded successfully from official app. asap,0,telugu+english,commerce,synthetic_v1
"plz Class moved to 3 PM tomorrow, please attend on time. #update",0,hinglish,commerce,synthetic_v1
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ asap,1,tamil+english,otp,synthetic_v1
FYI: Happy birthday! have a great day ahead asap,0,kannada+english,commerce,synthetic_v1
plz రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0,urdu+english,work,synthetic_v1
"Dear customer, URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. #update",1,telugu+english,kyc,synthetic_v1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. immediately",0,english,work,synthetic_v1
"FYI: कल assignment submit करना है, भूलना मत ✅",0,telugu+english,work,synthetic_v1
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏,1,tamil+english,urgency,synthetic_v1
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। asap",1,tamil+english,money,synthetic_v1
"plz உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1,hindi,credential,synthetic_v1
FYI: Your SBI account will be blocked in 24 hours. Verify KYC now and share OTP. #update,1,hinglish,impersonation,synthetic_v1
Attention! நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏,0,telugu+english,education,synthetic_v1
"plz Get lottery prize ₹5 lakh now, pay registration fee first asap",1,hindi,credential,synthetic_v1
plz Dinner plan tonight? Let's meet near hostel gate.,0,hindi,education,synthetic_v1
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. #update",0,mixed-indic,education,synthetic_v1
FYI: Dinner plan tonight? Let's meet near hostel gate. immediately,0,bengali+english,work,synthetic_v1
