text,label
Important: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ 🙏,1
Important: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी ✅,1
"Dear customer, Your account has suspicious login. click here and update CVV now asap",1
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது kindly respond,0
FYI: Your parcel out for delivery kindly respond,0
Attention! Bank statement downloaded successfully from official app. 🙏,0
"Dear customer, Hostel maintenance visit tomorrow morning ✅",0
Attention! Exam timetable announced on portal kindly respond,0
"Important: कल assignment submit करना है, भूलना मत ✅",0
"कल assignment submit करना है, भूलना मत asap",0
plz Your PhonePe wallet blocked. share mpin to reactivate #update,1
Your PhonePe wallet blocked. share mpin to reactivate ✅,1
Document uploaded to Google Drive for project review,0
"FYI: Class moved to 3 PM tomorrow, please attend on time.",0
Alert: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी ✅,1
Alert: Happy birthday! have a great day ahead kindly respond,0
Attention! Meeting notes attached in the shared drive. #update,0
"Alert: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0
Cab details: driver number shared for pickup immediately,0
Attention! Seminar registration open on official college website kindly respond,0
Sarkari subsidy release ke liye processing fee bhejo kindly respond,1
"Alert: Get lottery prize ₹5 lakh now, pay registration fee first 🙏",1
Alert: Your PhonePe wallet blocked. share mpin to reactivate asap,1
Important: Lab viva postponed to next Monday ✅,0
"Attention! Your order has been delivered, thank you for shopping. asap",0
plz Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1
plz நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap,0
"Important: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1
Your PhonePe wallet blocked. share mpin to reactivate #update,1
FYI: Income tax refund release: verify PAN and bank details now ✅,1
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी ✅,1
"Dear customer, Your account has suspicious login. click here and update CVV now immediately",1
plz Exam timetable announced on portal 🙏,0
Alert: CBI cyber complaint registered. settle immediately to avoid arrest ✅,1
Attention! Sarkari subsidy release ke liye processing fee bhejo ✅,1
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ asap,1
"Alert: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1
"Alert: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. kindly respond",1
"Dear customer, UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. 🙏",1
Attention! Happy birthday! have a great day ahead,0
"Dear customer, நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏",0
plz Hostel maintenance visit tomorrow morning #update,0
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap,1
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN.",1
FYI: bank e-KYC link: fill card number and OTP to continue kindly respond,1
plz Your parcel out for delivery kindly respond,0
"Important: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. immediately",1
"Alert: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1
plz UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. #update,1
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap",1
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first ✅",1
Alert: Sarkari subsidy release ke liye processing fee bhejo immediately,1
"FYI: Get lottery prize ₹5 lakh now, pay registration fee first immediately",1
FYI: Cab details: driver number shared for pickup #update,0
"Alert: Class moved to 3 PM tomorrow, please attend on time.",0
"Dear customer, Lunch done? meet at canteen #update",0
"Attention! আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1
a/c verification pending. confirm netbanking password now ✅,1
"Dear customer, bank e-KYC link: fill card number and OTP to continue",1
Important: bank e-KYC link: fill card number and OTP to continue immediately,1
Attention! நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately,0
Your account has suspicious login. click here and update CVV now immediately,1
Attention! Lab viva postponed to next Monday 🙏,0
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी immediately,1
"plz Class moved to 3 PM tomorrow, please attend on time. #update",0
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1
FYI: Happy birthday! have a great day ahead asap,0
Important: Your parcel out for delivery asap,0
"Get lottery prize ₹5 lakh now, pay registration fee first asap",1
Alert: Income tax refund release: verify PAN and bank details now asap,1
"Attention! Your order has been delivered, thank you for shopping. #update",0
"Dear customer, URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. 🙏",1
Alert: Income tax refund release: verify PAN and bank details now immediately,1
Your parcel out for delivery #update,0
plz Bank statement downloaded successfully from official app.,0
Attention! Physics CAT prep session at 6 pm in SJT-308 🙏,0
CBI cyber complaint registered. settle immediately to avoid arrest 🙏,1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் ✅",1
Important: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. kindly respond,1
"Important: Your order has been delivered, thank you for shopping. ✅",0
Attention! நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0
"Alert: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details.",1
Important: Hostel maintenance visit tomorrow morning ✅,0
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন ✅",0
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে 🙏",1
plz Exam timetable announced on portal asap,0
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. asap",0
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update",1
"Attention! Paytm security team se bol raha hu, account unlock ke liye OTP share karo ✅",1
"Dear customer, Income tax refund release: verify PAN and bank details now #update",1
CBI cyber complaint registered. settle immediately to avoid arrest immediately,1
Important: Your parcel out for delivery kindly respond,0
Important: Your parcel out for delivery 🙏,0
Attention! Happy birthday! have a great day ahead ✅,0
plz Seminar registration open on official college website #update,0
FYI: Physics CAT prep session at 6 pm in SJT-308 🙏,0
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first asap",1
"Alert: Get lottery prize ₹5 lakh now, pay registration fee first",1
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন ✅",0
Attention! Lab viva postponed to next Monday,0
"URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. ✅",1
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0
Important: a/c verification pending. confirm netbanking password now kindly respond,1
"Class moved to 3 PM tomorrow, please attend on time. #update",0
"Alert: Your order has been delivered, thank you for shopping. kindly respond",0
Attention! Meeting notes attached in the shared drive. asap,0
FYI: Income tax refund release: verify PAN and bank details now,1
Attention! 24 ghante mein KYC नहीं किया तो card permanently blocked ✅,1
"Important: Your order has been delivered, thank you for shopping. #update",0
FYI: Happy birthday! have a great day ahead,0
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1
FYI: Bank statement downloaded successfully from official app. immediately,0
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo asap",1
FYI: Your account has suspicious login. click here and update CVV now immediately,1
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1
"plz Get lottery prize ₹5 lakh now, pay registration fee first kindly respond",1
"FYI: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1
"Important: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1
Attention! Dinner plan tonight? Let's meet near hostel gate. ✅,0
Attention! 24 ghante mein KYC नहीं किया तो card permanently blocked,1
"FYI: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. immediately",1
Alert: Physics CAT prep session at 6 pm in SJT-308 kindly respond,0
"Alert: Paytm security team se bol raha hu, account unlock ke liye OTP share karo kindly respond",1
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. 🙏,1
"Dear customer, Your parcel out for delivery #update",0
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন kindly respond",0
Alert: CBI cyber complaint registered. settle immediately to avoid arrest,1
"Dear customer, Meeting notes attached in the shared drive. asap",0
plz Document uploaded to Google Drive for project review #update,0
Alert: Aadhaar PAN re-verify karo warna account freeze ho jayega.,1
"Important: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. asap",1
plz Dinner plan tonight? Let's meet near hostel gate.,0
Lunch done? meet at canteen ✅,0
"Dear customer, మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి ✅",1
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update,1
plz Lunch done? meet at canteen 🙏,0
"plz Get lottery prize ₹5 lakh now, pay registration fee first",1
"Dear customer, Paytm security team se bol raha hu, account unlock ke liye OTP share karo immediately",1
Important: Meeting notes attached in the shared drive. asap,0
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। kindly respond",1
Attention! Sarkari subsidy release ke liye processing fee bhejo asap,1
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. kindly respond",0
Attention! Physics CAT prep session at 6 pm in SJT-308 asap,0
FYI: Seminar registration open on official college website,0
"Attention! Class moved to 3 PM tomorrow, please attend on time. #update",0
"Dear customer, Seminar registration open on official college website 🙏",0
Exam timetable announced on portal ✅,0
Attention! Document uploaded to Google Drive for project review #update,0
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo kindly respond",1
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది immediately,0
Attention! Please share PYQ pdf in class group kindly respond,0
Important: Lunch done? meet at canteen,0
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন kindly respond",0
"Dear customer, URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. kindly respond",1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time.",0
Sarkari subsidy release ke liye processing fee bhejo asap,1
"Important: कल assignment submit करना है, भूलना मत asap",0
Important: Seminar registration open on official college website ✅,0
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked kindly respond,1
"Important: Get lottery prize ₹5 lakh now, pay registration fee first 🙏",1
Important: Meeting notes attached in the shared drive. 🙏,0
Attention! Happy birthday! have a great day ahead kindly respond,0
Attention! Please share PYQ pdf in class group immediately,0
"FYI: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும்",1
Attention! Dinner plan tonight? Let's meet near hostel gate. kindly respond,0
FYI: Hostel maintenance visit tomorrow morning immediately,0
Important: bank e-KYC link: fill card number and OTP to continue 🙏,1
"plz कल assignment submit करना है, भूलना मत 🙏",0
plz Lab viva postponed to next Monday ✅,0
"FYI: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1
Alert: a/c verification pending. confirm netbanking password now ✅,1
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी ✅,1
"Important: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் kindly respond",1
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. #update",0
"Important: Paytm security team se bol raha hu, account unlock ke liye OTP share karo",1
"FYI: Get lottery prize ₹5 lakh now, pay registration fee first",1
Alert: Cab details: driver number shared for pickup immediately,0
Please share PYQ pdf in class group asap,0
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo #update",1
Important: Cab details: driver number shared for pickup immediately,0
Seminar registration open on official college website,0
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0
Alert: Document uploaded to Google Drive for project review kindly respond,0
Attention! Sarkari subsidy release ke liye processing fee bhejo #update,1
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন #update",0
"plz আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1
Exam timetable announced on portal asap,0
plz Physics CAT prep session at 6 pm in SJT-308,0
"Alert: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1
plz Hostel maintenance visit tomorrow morning 🙏,0
FYI: Dinner plan tonight? Let's meet near hostel gate. asap,0
Important: Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏,1
"Dear customer, Lunch done? meet at canteen asap",0
plz Hostel maintenance visit tomorrow morning asap,0
"Dear customer, CBI cyber complaint registered. settle immediately to avoid arrest immediately",1
Exam timetable announced on portal 🙏,0
Important: Lab viva postponed to next Monday,0
"Important: कल assignment submit करना है, भूलना मत immediately",0
"Dear customer, Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond",1
Attention! Physics CAT prep session at 6 pm in SJT-308 #update,0
"plz URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. immediately",1
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ kindly respond,1
Important: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது,0
"Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1
"Dear customer, Seminar registration open on official college website asap",0
"Dear customer, Your order has been delivered, thank you for shopping. immediately",0
plz Meeting notes attached in the shared drive. 🙏,0
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 ✅",0
FYI: Please share PYQ pdf in class group #update,0
Important: Aadhaar PAN re-verify karo warna account freeze ho jayega. asap,1
"Dear customer, Your parcel out for delivery ✅",0
Alert: Your account has suspicious login. click here and update CVV now 🙏,1
Important: CBI cyber complaint registered. settle immediately to avoid arrest,1
"Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1
"Alert: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. 🙏",1
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। #update",1
"Important: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும்",1
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి kindly respond",1
Important: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது kindly respond,0
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ",1
"Important: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. #update",1
"plz আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1
Alert: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது kindly respond,0
Sarkari subsidy release ke liye processing fee bhejo #update,1
Alert: Lunch done? meet at canteen immediately,0
plz Dinner plan tonight? Let's meet near hostel gate. ✅,0
plz Cab details: driver number shared for pickup kindly respond,0
Attention! bank e-KYC link: fill card number and OTP to continue ✅,1
"plz আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1
plz Seminar registration open on official college website kindly respond,0
"Dear customer, Lab viva postponed to next Monday immediately",0
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది asap,0
"Alert: Paytm security team se bol raha hu, account unlock ke liye OTP share karo 🙏",1
"Important: Class moved to 3 PM tomorrow, please attend on time.",0
Alert: Document uploaded to Google Drive for project review asap,0
Alert: Sarkari subsidy release ke liye processing fee bhejo ✅,1
FYI: Your account has suspicious login. click here and update CVV now,1
"FYI: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1
"Alert: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1
"कल assignment submit करना है, भूलना मत",0
"Dear customer, CBI cyber complaint registered. settle immediately to avoid arrest 🙏",1
FYI: Physics CAT prep session at 6 pm in SJT-308 asap,0
Your account has suspicious login. click here and update CVV now kindly respond,1
"Dear customer, Your PhonePe wallet blocked. share mpin to reactivate kindly respond",1
"Alert: Paytm security team se bol raha hu, account unlock ke liye OTP share karo",1
Important: Happy birthday! have a great day ahead,0
"Dear customer, Cab details: driver number shared for pickup",0
"Dear customer, Document uploaded to Google Drive for project review 🙏",0
Alert: Bank statement downloaded successfully from official app. asap,0
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1
"FYI: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে 🙏",1
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo",1
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo",1
Important: Cab details: driver number shared for pickup 🙏,0
"Important: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. #update",1
plz Physics CAT prep session at 6 pm in SJT-308 ✅,0
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ,1
FYI: Bank statement downloaded successfully from official app.,0
Alert: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது #update,0
FYI: Please share PYQ pdf in class group kindly respond,0
"Attention! Class moved to 3 PM tomorrow, please attend on time. ✅",0
Alert: bank e-KYC link: fill card number and OTP to continue kindly respond,1
"मैं शाम को बाजार जा रहा हूँ, कु छ चा हए?",0
तुम घर पहुंचते ही बता देना।,0
पढ़ाई कै सी चल रही है?,0
हम लोग र ववार को मूवी प् लान कर रहे हैं।,0
"लैपटॉप चाज कर देना, सुबह काम है।",0
मैं बस 10 मनट में पहुँच रहा हूँ।,0
मी टंग ल ंक भेज देना जब बन जाए।,0
मैं शाम तक असाइनमेंट पूरा कर लूँगा।,0
मुझे वो फोटो भेज देना।,0
कृ पया उस फाइल को रीनेम कर देना।,0
"मैंने मेल कर दी है, चेक कर लेना।",0
कल िजम चलोगे?,0
लैब कोट लाना मत भूलना।,0
मैं ऑ फस में हूँ अभी।,0
"आज बहुत काम है, शाम को बात करेंगे।",0
मी टंग 5 मनट लेट होगी।,0
यहाँ नेटवक बहुत खराब है।,0
पानी पीते रहना।,0
मैं कै फे टे रया में हूँ।,0
कल कॉलेज भीड़ था।,0
मैं घर से काम कर रहा हूँ।,0
यार सच में थक गया हूँ आज।,0
मैंने लंक खोल लया है।,0
मैं रात में पढ़ाई करू ँ गा।,0
होमवक बहुत लंबा है आज।,0
मैंने हािजरी लगा दी है।,0
कल वाइवा है याद रखना।,0
मैं फाइल अपलोड कर रहा हूँ।,0
मैंने सब कु छ नोट कर लया है।,0
threat,1
आपका बैंक खाता बंद कर दया गया है। तुरंत सत् यापन करें।,1
http://bank-verify-alert.in-secure.link,1
"आपने ₹25,000 का इनाम जीता है! अभी दावा करें।",1
http://reward-claim-india.win-prize.net,1
आपका UPI ब् लॉक हो जाएगा। 30 मनट के अंदर KYC पूरा करें।,1
http://upi-kyc-update.in-service.link,1
http://fraud-detection-alert.in-safe.site,1
http://pan-reactivation-urgent.govt-verification.in,1
http://postal-fee-payment.in-check.link,1
आपका आधार काड गलत पाया गया है। तुरंत अपडेट करें।,1
http://aadhaar-update-secure.in-gov.site,1
http://alert-login-protect.in-verify.com,1
आपकी बजली का बल भुगतान नहीं हुआ। सप् लाई बंद की जाएगी।,1
http://electricity-bill-warning.in-payment.link,1
आपका फोन नंबर KYC के बना बंद हो जाएगा।,1
http://sim-kyc-activation.in-mobile.site,1
आपका ATM काड आज रात 12 बजे से ब् लॉक हो जाएगा। अभी सत् यापन करें।,1
http://atm-verify-secure.ind-service.com,1
"आपके बैंक खाते में ₹75,000 की suspicious activity पाई गई है।",1
http://fraud-warning-banking.securealert.in,1
http://fastag-payment-update.sec-toll.in,1
KYC incomplete होने के कारण आपका wallet बंद हो जाएगा।,1
http://wallet-kyc-update.in-walletsafe.com,0
http://credit-login-alert.securecard.in,0
आपका इंश् योरेंस पॉ लसी cancel हो रही है। तुरंत renew करें।,0
http://insurance-renew-alert.ind-protect.net,0
http://epfo-verify-india.pf-update.in,0
http://irctc-payment-verify.ticketservice.in,0
http://whatsapp-security.verify-chat.net,0
आपका Instagram verification असफल हुआ। अभी सत् यापन करें।,0
http://insta-verify-service.social-alert.in,0
आपके Facebook पर community violation दज हुआ है।,0
http://fb-appeal-security.socialreview.in,0
आपके आधार से जुड़ा नया नंबर detect हुआ है।,0
http://aadhaar-security-check.gov-idprotect.in,0
आयकर वभाग: आपका रफं ड अटका हुआ है। ववरण अपडेट करें।,0
http://incometax-refund.ind-gov.info,0
आपके बैंक खाते की ल मट 24 घंटे में लॉक हो जाएगी।,0
http://bank-limit-update.verify-secure.net,0
पास ल डलीवरी असफल। verification पूरा करें।,0
http://courier-verify.ind-deliverysafe.com,0
राशन काड नलंबन रोकने के लए पहचान सत् या पत करें।,0
http://ration-update.gov-india-check.in,0
आपका scholarship form reject होने वाला है।,0
http://scholarship-verify.edu-alert.in,0
http://pan-aadhaar-link.gov-update.net,0
आपके खाते में एक unauthorized device login detect हुआ है।,0
http://device-login-warning.userprotect.in,0
"आपकी electricity meter reading गलत है, fine लगेगा।",0
http://meter-verify.energy-alert.com,0
आपका mobile banking बंद होने वाला है।,0
http://mobilebanking-update.ind-service.net,0
Netflix subscription आज expire हो रहा है। फर से activate करें।,0
http://netflix-renew-subscription.media-alert.in,0
आपका Amazon पैके ज रोक दया गया है।,0
http://amazon-verify.delivery-hold.in,0
आपकी loan EMI overdue है। तुरंत भुगतान करें।,0
http://loan-emipayment.secure-finpay.net,0
आपका DigiLocker suspend कया जाएगा।,0
http://digilocker-update.gov-storage.in,0
UPI fraud alert: आपका PIN leak हो चुका है।,1
http://upi-pin-reset.secureactive.in,1
Google account लॉक कया जाएगा। verification आवश् यक।,1
http://googleauth.verify-security.net,1
आपका IRCTC अकाउंट misuse हुआ है।,1
http://irctc-alert.accountcheck.in,1
आपका bank KYC invalid है। 6 घंटे में अपडेट करें।,1
http://bankkyc-update.secureverify.in,1
Credit score गर रहा है। रपोट जांचें।,1
http://creditscore-alert.cibil-review.in,1
आपके नाम पर नया SIM activate हुआ है।,1
http://simfraud-check.mobile-alert.in,1
Paytm wallet बंद कर दया जाएगा। KYC अपडेट करें।,1
http://paytmwallet-update.userverify.in,1
आपके mobile में virus पाया गया है।,1
http://mobile-virus-scan.clean-device.in,1
आपका bank account PAN से mismatched है।,1
http://bank-pan-update.indservice.net,1
आपका courier गलत पते पर जा रहा है।,1
http://address-correction.deliverysafe.in,0
आपकी insurance claim reject होने वाली है।,0
http://insurance-claim-check.verify-policy.in,0
http://certificate-download.india-docs.in,0
आपकी water bill payment overdue है।,0
http://waterbill-alert.utility-check.in,0
आपका bank password expire हो गया है।,0
http://password-reset.securebanking.in,0
आधार biometric temporarily locked। unlock करें।,0
http://aadhaar-bio-unlock.govservice.in,0
आपका property tax overdue है। जुमा ना लगेगा।,0
http://propertytax-payment.india-municipal.in,0
आपके PayPal account में suspicious activity है।,0
http://paypal-security-verify.pay-alert.in,0
आपकी flight booking pending है।,0
http://flight-verify.ticket-check.in,0
आपका bank account freeze कर दया जाएगा।,0
http://account-freeze-warning.ind-alert.net,0
आपके UPI पर daily limit reset हो चुकी है।,0
http://upi-limit.securereset.in,0
"आपका ऑनलाइन फॉम reject हो गया है, details अपडेट करें।",0
http://form-update.service-portal.in,0
http://voterid-update.gov-election.in,0
आपकी job application incomplete दखाई दे रही है।,0
http://jobportal-verify.apply-now.in,0
आपका eKYC invalid है। verify करें।,0
http://ekyc-update.ind-secure.in,0
आपकी bank cheque book request reject हो गई है।,0
http://chequebook-verify.bankservice.in,0
आपका COVID certificate expire हो गया है।,0
http://covidcertificate-update.health-india.in,0
आपका student portal ब् लॉक कया जाएगा।,0
http://studentportal-verify.edu-safe.in,0
आपकी insurance details mismatch है।,0
http://insurance-details-verify.policyfix.in,0
आपका online banking PIN reset आवश् यक है।,0
http://onlinebanking-pinreset.india-secure.net,0
आपकी gas subsidy रोक दी गई है।,0
http://gassubsidy-verify.govservice.net,0
आपका LIC premium overdue है।,0
http://lic-premium-alert.policyrenew.in,0
आपका digital certificate corrupt है।,0
http://digicert-fix.userupdate.in,0
आपका bank ATM PIN leak हो चुका है।,0
http://pinreset-secure.indbank.in,0
आपका IRCTC wallet deactivate होने वाला है।,0
http://irctcwallet-update.trainservice.net,0
आपका KYC document reject हो गया है।,0
http://kycdoc-update.userverify.in,0
आपका income proof invalid है।,0
http://income-verify.docsportal.in,0
आपका CIBIL score गलत दख रहा है।,0
http://cibilcheck-alert.credit-review.in,0
आपकी payment gateway verification pending है।,0
http://paymentgateway-verify.ind-safepay.in,0
आपका debit card expire हो रहा है।,0
http://debitcard-renew.banksecure.in,0
http://pfaccount-fix.epfo-service.in,0
आपका IRCTC ID suspend कया गया है।,0
http://irctc-suspend.verify-travel.in,0
आपकी digital signature invalid हो गई है।,0
http://digitalsign-fix.govdocs.in,0
Assamese,0
"িবয়িল বাজারৈল যাওঁ, িকবা লােগেন?",0
ঘৰ পােলেহ মািত জনাবা।,0
ৰিববােৰ িসেনমা চাবৈল যাওঁ নিক?,0
আিজ বতাহচাপ এেকবােৰ ধুনীয়া।,0
তামাৰ বইখন টবুলত ৰািখ িদেছা।,0
"লপটপেটা চাজ িদ ল, কািল কাম আেছ।",0
চপলা পৰা িকিনবৈল যাবেন?,0
খাৱা খাই িনেল নিক?,0
দহ িমিনটৰ িভতৰেত আিহ পৗঁিছম।,0
কািল লাইে ৰীত যাবােন?,0
িবয়িল গ চমুেত কামেটা কিৰ িদম।,0
ফানেটা অফ দখুিছল।,0
নতু ন মাবাইলেটা ল'লা নিক?,0
ফাইলেটাৰ নাম সলিন কিৰ িদয়া।,0
নতু ন এিপস'ডেটা দিখলা নিক?,0
কািলৰ বােব অলপ আগেতই ওলাব লািগব।,0
