text,label,language_mix,category,source
"Alert: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1,Marathi+English,impersonation,synthetic_v2
FYI: Document uploaded to Google Drive for project review immediately,0,Sindhi+English,education,synthetic_v2
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1,mixed-indic,urgency,synthetic_v2
"Alert: Get lottery prize ₹5 lakh now, pay registration fee first #update",1,Tamil+English,link,synthetic_v2
"Dear customer, మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1,Assamese+English,link,synthetic_v2
"Dear customer, bank e-KYC link: fill card number and OTP to continue kindly respond",1,Nepali+English,impersonation,synthetic_v2
"Dear customer, Exam timetable announced on portal #update",0,Santali+English,commerce,synthetic_v2
bank e-KYC link: fill card number and OTP to continue 🙏,1,Santali+English,fear,synthetic_v2
Sarkari subsidy release ke liye processing fee bhejo kindly respond,1,Gujarati+English,link,synthetic_v2
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1,Kashmiri+English,otp,synthetic_v2
plz Document uploaded to Google Drive for project review ✅,0,Nepali+English,personal,synthetic_v2
Attention! நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது,0,Marathi+English,personal,synthetic_v2
"Dear customer, Meeting notes attached in the shared drive. ✅",0,Punjabi+English,family,synthetic_v2
Important: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega.,1,Assamese+English,upi,synthetic_v2
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ immediately,1,Telugu+English,otp,synthetic_v2
Important: Seminar registration open on official college website asap,0,Telugu+English,personal,synthetic_v2
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1,Kannada+English,money,synthetic_v2
Important: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap,0,Malayalam+English,education,synthetic_v2
Alert: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. 🙏,1,Gujarati+English,urgency,synthetic_v2
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1,Tamil+English,urgency,synthetic_v2
Important: Your account has suspicious login. click here and update CVV now,1,Hinglish,credential,synthetic_v2
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে 🙏",1,Hindi+English,credential,synthetic_v2
"Attention! Your order has been delivered, thank you for shopping. #update",0,Kannada+English,personal,synthetic_v2
"Dear customer, Your account has suspicious login. click here and update CVV now kindly respond",1,Sanskrit+English,otp,synthetic_v2
Alert: Happy birthday! have a great day ahead,0,Sanskrit+English,commerce,synthetic_v2
Alert: Your parcel out for delivery kindly respond,0,Odia+English,work,synthetic_v2
Cab details: driver number shared for pickup asap,0,Bodo+English,education,synthetic_v2
Attention! Sarkari subsidy release ke liye processing fee bhejo asap,1,Tamil+English,upi,synthetic_v2
"Dear customer, Seminar registration open on official college website immediately",0,Hindi+English,social,synthetic_v2
"plz Your order has been delivered, thank you for shopping. asap",0,mixed-indic,commerce,synthetic_v2
Your parcel out for delivery,0,Bodo+English,work,synthetic_v2
Attention! ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1,Kashmiri+English,link,synthetic_v2
Alert: Cab details: driver number shared for pickup 🙏,0,Bengali+English,family,synthetic_v2
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first #update",1,Urdu+English,impersonation,synthetic_v2
"Important: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। kindly respond",1,Gujarati+English,otp,synthetic_v2
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0,Assamese+English,work,synthetic_v2
"Dear customer, Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1,Maithili+English,link,synthetic_v2
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. kindly respond",0,Maithili+English,work,synthetic_v2
"Dear customer, Lab viva postponed to next Monday asap",0,Konkani+English,education,synthetic_v2
FYI: CBI cyber complaint registered. settle immediately to avoid arrest #update,1,Gujarati+English,link,synthetic_v2
Cab details: driver number shared for pickup immediately,0,Gujarati+English,family,synthetic_v2
Sarkari subsidy release ke liye processing fee bhejo ✅,1,Nepali+English,fear,synthetic_v2
Alert: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update,1,Sanskrit+English,money,synthetic_v2
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo 🙏",1,Santali+English,urgency,synthetic_v2
"FYI: Get lottery prize ₹5 lakh now, pay registration fee first 🙏",1,Kannada+English,link,synthetic_v2
Alert: a/c verification pending. confirm netbanking password now immediately,1,Hinglish,impersonation,synthetic_v2
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo",1,Hinglish,link,synthetic_v2
plz bank e-KYC link: fill card number and OTP to continue asap,1,Hinglish,kyc,synthetic_v2
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 🙏",0,Bodo+English,personal,synthetic_v2
Alert: Hostel maintenance visit tomorrow morning 🙏,0,Tanglish,family,synthetic_v2
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked,1,Kashmiri+English,upi,synthetic_v2
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ 🙏,1,Dogri+English,money,synthetic_v2
Attention! ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1,Marathi+English,impersonation,synthetic_v2
Important: Your PhonePe wallet blocked. share mpin to reactivate kindly respond,1,Kannada+English,credential,synthetic_v2
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo ✅",1,Telugu+English,fear,synthetic_v2
"plz Your order has been delivered, thank you for shopping. asap",0,Marathi+English,personal,synthetic_v2
FYI: Lab viva postponed to next Monday immediately,0,Hindi+English,personal,synthetic_v2
Important: Happy birthday! have a great day ahead asap,0,Urdu+English,work,synthetic_v2
Important: Please share PYQ pdf in class group immediately,0,Sanskrit+English,social,synthetic_v2
"URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1,Telugu+English,link,synthetic_v2
FYI: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ kindly respond,1,Kashmiri+English,credential,synthetic_v2
Important: Your PhonePe wallet blocked. share mpin to reactivate 🙏,1,Kashmiri+English,link,synthetic_v2
"Important: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1,Bodo+English,impersonation,synthetic_v2
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1,Manipuri+English,fear,synthetic_v2
FYI: Physics CAT prep session at 6 pm in SJT-308 kindly respond,0,Konkani+English,education,synthetic_v2
Alert: CBI cyber complaint registered. settle immediately to avoid arrest asap,1,Kannada+English,credential,synthetic_v2
Cab details: driver number shared for pickup #update,0,Odia+English,education,synthetic_v2
"Important: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. ✅",1,Konkani+English,link,synthetic_v2
Attention! Physics CAT prep session at 6 pm in SJT-308 asap,0,Hindi+English,social,synthetic_v2
Attention! Lunch done? meet at canteen,0,Kannada+English,education,synthetic_v2
FYI: Physics CAT prep session at 6 pm in SJT-308 🙏,0,Bengali+English,social,synthetic_v2
Important: Sarkari subsidy release ke liye processing fee bhejo asap,1,Tamil+English,credential,synthetic_v2
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first ✅",1,Bodo+English,credential,synthetic_v2
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,Bodo+English,link,synthetic_v2
FYI: Seminar registration open on official college website,0,Tanglish,family,synthetic_v2
Attention! 24 ghante mein KYC नहीं किया तो card permanently blocked immediately,1,Gujarati+English,money,synthetic_v2
Alert: Please share PYQ pdf in class group kindly respond,0,Maithili+English,education,synthetic_v2
"Alert: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1,Maithili+English,credential,synthetic_v2
FYI: bank e-KYC link: fill card number and OTP to continue,1,Manipuri+English,credential,synthetic_v2
plz Lunch done? meet at canteen immediately,0,Assamese+English,personal,synthetic_v2
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. asap,1,Manipuri+English,upi,synthetic_v2
Document uploaded to Google Drive for project review asap,0,Hindi+English,education,synthetic_v2
"Dear customer, Please share PYQ pdf in class group #update",0,Konkani+English,work,synthetic_v2
FYI: bank e-KYC link: fill card number and OTP to continue,1,Punjabi+English,otp,synthetic_v2
Attention! Hostel maintenance visit tomorrow morning 🙏,0,Bengali+English,personal,synthetic_v2
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏,0,Punjabi+English,personal,synthetic_v2
Attention! Bank statement downloaded successfully from official app. #update,0,Hindi+English,family,synthetic_v2
"Attention! Class moved to 3 PM tomorrow, please attend on time. #update",0,Dogri+English,personal,synthetic_v2
Important: Physics CAT prep session at 6 pm in SJT-308 🙏,0,Sindhi+English,commerce,synthetic_v2
"Alert: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. kindly respond",1,mixed-indic,kyc,synthetic_v2
"FYI: Class moved to 3 PM tomorrow, please attend on time. ✅",0,Hindi+English,commerce,synthetic_v2
"Important: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1,Tamil+English,kyc,synthetic_v2
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1,Bodo+English,kyc,synthetic_v2
Alert: a/c verification pending. confirm netbanking password now,1,Marathi+English,fear,synthetic_v2
Alert: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది kindly respond,0,Sanskrit+English,social,synthetic_v2
Important: Exam timetable announced on portal 🙏,0,Sindhi+English,personal,synthetic_v2
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo immediately",1,Tamil+English,kyc,synthetic_v2
"FYI: Class moved to 3 PM tomorrow, please attend on time.",0,Santali+English,personal,synthetic_v2
plz Happy birthday! have a great day ahead asap,0,Sanskrit+English,social,synthetic_v2
FYI: Exam timetable announced on portal kindly respond,0,Gujarati+English,social,synthetic_v2
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega.,1,Hinglish,kyc,synthetic_v2
Alert: 24 ghante mein KYC नहीं किया तो card permanently blocked asap,1,Kannada+English,credential,synthetic_v2
Alert: CBI cyber complaint registered. settle immediately to avoid arrest kindly respond,1,Maithili+English,urgency,synthetic_v2
"Dear customer, Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. #update",1,Manipuri+English,upi,synthetic_v2
Lab viva postponed to next Monday,0,Bengali+English,social,synthetic_v2
"Dear customer, நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap",0,Urdu+English,personal,synthetic_v2
Alert: Exam timetable announced on portal 🙏,0,Nepali+English,work,synthetic_v2
"Dear customer, Seminar registration open on official college website 🙏",0,Punjabi+English,commerce,synthetic_v2
Important: a/c verification pending. confirm netbanking password now asap,1,Sindhi+English,upi,synthetic_v2
"FYI: Class moved to 3 PM tomorrow, please attend on time. immediately",0,mixed-indic,work,synthetic_v2
"plz Your order has been delivered, thank you for shopping. #update",0,Hindi+English,education,synthetic_v2
"Important: Your order has been delivered, thank you for shopping. ✅",0,Dogri+English,social,synthetic_v2
Alert: Bank statement downloaded successfully from official app. 🙏,0,Konkani+English,family,synthetic_v2
Alert: Seminar registration open on official college website 🙏,0,Telugu+English,personal,synthetic_v2
Please share PYQ pdf in class group immediately,0,Hindi+English,commerce,synthetic_v2
plz पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap,1,mixed-indic,upi,synthetic_v2
Exam timetable announced on portal ✅,0,Konkani+English,work,synthetic_v2
Please share PYQ pdf in class group kindly respond,0,Malayalam+English,commerce,synthetic_v2
Alert: Your PhonePe wallet blocked. share mpin to reactivate 🙏,1,Odia+English,link,synthetic_v2
Lab viva postponed to next Monday immediately,0,Tanglish,commerce,synthetic_v2
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1,Dogri+English,fear,synthetic_v2
Attention! Document uploaded to Google Drive for project review #update,0,Gujarati+English,education,synthetic_v2
Aadhaar PAN re-verify karo warna account freeze ho jayega. 🙏,1,Bengali+English,upi,synthetic_v2
Important: Hostel maintenance visit tomorrow morning ✅,0,Santali+English,education,synthetic_v2
Important: Bank statement downloaded successfully from official app. 🙏,0,Dogri+English,personal,synthetic_v2
Important: Hostel maintenance visit tomorrow morning,0,Sindhi+English,social,synthetic_v2
FYI: Meeting notes attached in the shared drive. immediately,0,mixed-indic,work,synthetic_v2
రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది 🙏,0,Hindi+English,commerce,synthetic_v2
plz 24 ghante mein KYC नहीं किया तो card permanently blocked asap,1,Hindi+English,upi,synthetic_v2
Lunch done? meet at canteen kindly respond,0,Gujarati+English,education,synthetic_v2
"Dear customer, UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. ✅",1,Bodo+English,upi,synthetic_v2
FYI: Bank statement downloaded successfully from official app. asap,0,Santali+English,work,synthetic_v2
Your parcel out for delivery #update,0,Gujarati+English,work,synthetic_v2
FYI: CBI cyber complaint registered. settle immediately to avoid arrest immediately,1,Sindhi+English,impersonation,synthetic_v2
Attention! पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap,1,Punjabi+English,impersonation,synthetic_v2
"Dear customer, Income tax refund release: verify PAN and bank details now kindly respond",1,Malayalam+English,fear,synthetic_v2
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo kindly respond",1,Maithili+English,otp,synthetic_v2
plz Your PhonePe wallet blocked. share mpin to reactivate immediately,1,Sindhi+English,urgency,synthetic_v2
"Dear customer, Exam timetable announced on portal ✅",0,Nepali+English,family,synthetic_v2
FYI: Cab details: driver number shared for pickup kindly respond,0,Dogri+English,work,synthetic_v2
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ asap",1,Konkani+English,upi,synthetic_v2
"Dear customer, Physics CAT prep session at 6 pm in SJT-308",0,Nepali+English,personal,synthetic_v2
"Dear customer, Happy birthday! have a great day ahead #update",0,Urdu+English,personal,synthetic_v2
"Alert: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1,Gujarati+English,urgency,synthetic_v2
Alert: Your parcel out for delivery immediately,0,Punjabi+English,education,synthetic_v2
plz Income tax refund release: verify PAN and bank details now ✅,1,Santali+English,otp,synthetic_v2
FYI: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. 🙏,1,Sanskrit+English,money,synthetic_v2
Attention! a/c verification pending. confirm netbanking password now ✅,1,Konkani+English,kyc,synthetic_v2
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে #update",1,Santali+English,credential,synthetic_v2
plz bank e-KYC link: fill card number and OTP to continue kindly respond,1,Konkani+English,fear,synthetic_v2
Lunch done? meet at canteen immediately,0,Sanskrit+English,family,synthetic_v2
Important: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. immediately,1,Manipuri+English,fear,synthetic_v2
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে asap",1,Sanskrit+English,money,synthetic_v2
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది immediately,0,Kannada+English,work,synthetic_v2
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo ✅",1,Bodo+English,otp,synthetic_v2
"Dear customer, Happy birthday! have a great day ahead ✅",0,Tanglish,social,synthetic_v2
"Dear customer, 24 ghante mein KYC नहीं किया तो card permanently blocked immediately",1,Kannada+English,link,synthetic_v2
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी asap",1,Bodo+English,credential,synthetic_v2
Alert: bank e-KYC link: fill card number and OTP to continue,1,Gujarati+English,upi,synthetic_v2
Attention! Meeting notes attached in the shared drive. asap,0,Dogri+English,commerce,synthetic_v2
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,Kashmiri+English,education,synthetic_v2
Attention! Please share PYQ pdf in class group kindly respond,0,Maithili+English,personal,synthetic_v2
Income tax refund release: verify PAN and bank details now immediately,1,Manipuri+English,otp,synthetic_v2
"FYI: Your order has been delivered, thank you for shopping. ✅",0,Hindi+English,social,synthetic_v2
Physics CAT prep session at 6 pm in SJT-308 immediately,0,Kashmiri+English,work,synthetic_v2
Attention! Physics CAT prep session at 6 pm in SJT-308 immediately,0,Urdu+English,work,synthetic_v2
Important: Lunch done? meet at canteen,0,Assamese+English,social,synthetic_v2
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন kindly respond",0,Tanglish,personal,synthetic_v2
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo ✅",1,Hindi+English,credential,synthetic_v2
Income tax refund release: verify PAN and bank details now immediately,1,Maithili+English,kyc,synthetic_v2
Attention! 24 ghante mein KYC नहीं किया तो card permanently blocked #update,1,Telugu+English,credential,synthetic_v2
"Dear customer, URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. kindly respond",1,Kashmiri+English,impersonation,synthetic_v2
Exam timetable announced on portal,0,Kannada+English,personal,synthetic_v2
FYI: Please share PYQ pdf in class group ✅,0,Hinglish,social,synthetic_v2
"Dear customer, Class moved to 3 PM tomorrow, please attend on time.",0,Hindi+English,education,synthetic_v2
Sarkari subsidy release ke liye processing fee bhejo asap,1,Urdu+English,upi,synthetic_v2
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ immediately",1,Assamese+English,otp,synthetic_v2
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0,Bodo+English,family,synthetic_v2
"FYI: Class moved to 3 PM tomorrow, please attend on time. #update",0,Tamil+English,work,synthetic_v2
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked #update,1,Nepali+English,link,synthetic_v2
"Dear customer, Income tax refund release: verify PAN and bank details now",1,Gujarati+English,kyc,synthetic_v2
Important: bank e-KYC link: fill card number and OTP to continue ✅,1,Kannada+English,impersonation,synthetic_v2
Alert: CBI cyber complaint registered. settle immediately to avoid arrest #update,1,Hinglish,otp,synthetic_v2
"Important: कल assignment submit करना है, भूलना मत asap",0,Kashmiri+English,work,synthetic_v2
"Alert: कल assignment submit करना है, भूलना मत ✅",0,Marathi+English,social,synthetic_v2
FYI: Income tax refund release: verify PAN and bank details now kindly respond,1,Malayalam+English,upi,synthetic_v2
Attention! Document uploaded to Google Drive for project review 🙏,0,Marathi+English,commerce,synthetic_v2
bank e-KYC link: fill card number and OTP to continue 🙏,1,Bodo+English,urgency,synthetic_v2
Your parcel out for delivery ✅,0,Assamese+English,commerce,synthetic_v2
"உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் ✅",1,Manipuri+English,link,synthetic_v2
Important: CBI cyber complaint registered. settle immediately to avoid arrest kindly respond,1,Nepali+English,fear,synthetic_v2
Alert: Physics CAT prep session at 6 pm in SJT-308 ✅,0,Dogri+English,commerce,synthetic_v2
Important: Your PhonePe wallet blocked. share mpin to reactivate kindly respond,1,mixed-indic,money,synthetic_v2
FYI: Income tax refund release: verify PAN and bank details now asap,1,Manipuri+English,link,synthetic_v2
plz Aadhaar PAN re-verify karo warna account freeze ho jayega. asap,1,Tanglish,otp,synthetic_v2
Important: Your account has suspicious login. click here and update CVV now asap,1,Santali+English,impersonation,synthetic_v2
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। kindly respond",1,Manipuri+English,credential,synthetic_v2
"Dear customer, நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏",0,Sanskrit+English,social,synthetic_v2
Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1,Sanskrit+English,credential,synthetic_v2
plz Bank statement downloaded successfully from official app. ✅,0,Kannada+English,education,synthetic_v2
"Important: Your order has been delivered, thank you for shopping. #update",0,Telugu+English,personal,synthetic_v2
Attention! ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update,1,Telugu+English,kyc,synthetic_v2
"Alert: कल assignment submit करना है, भूलना मत kindly respond",0,Marathi+English,education,synthetic_v2
Attention! Dinner plan tonight? Let's meet near hostel gate.,0,Konkani+English,education,synthetic_v2
Attention! Lunch done? meet at canteen asap,0,Punjabi+English,work,synthetic_v2
"Important: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1,Nepali+English,fear,synthetic_v2
Alert: Dinner plan tonight? Let's meet near hostel gate. immediately,0,Sindhi+English,family,synthetic_v2
Alert: bank e-KYC link: fill card number and OTP to continue,1,Bengali+English,upi,synthetic_v2
Attention! Hostel maintenance visit tomorrow morning immediately,0,Tanglish,education,synthetic_v2
plz Please share PYQ pdf in class group kindly respond,0,Sanskrit+English,family,synthetic_v2
"Important: Your order has been delivered, thank you for shopping.",0,Tamil+English,personal,synthetic_v2
plz Cab details: driver number shared for pickup ✅,0,Tamil+English,education,synthetic_v2
Important: Seminar registration open on official college website ✅,0,mixed-indic,commerce,synthetic_v2
plz Seminar registration open on official college website asap,0,Gujarati+English,family,synthetic_v2
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked kindly respond,1,Manipuri+English,fear,synthetic_v2
Happy birthday! have a great day ahead 🙏,0,Assamese+English,family,synthetic_v2
"Dear customer, bank e-KYC link: fill card number and OTP to continue",1,Odia+English,link,synthetic_v2
"Dear customer, நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது #update",0,Urdu+English,personal,synthetic_v2
FYI: bank e-KYC link: fill card number and OTP to continue kindly respond,1,Assamese+English,credential,synthetic_v2
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first",1,Maithili+English,upi,synthetic_v2
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది 🙏",0,Marathi+English,work,synthetic_v2
Important: Income tax refund release: verify PAN and bank details now,1,mixed-indic,urgency,synthetic_v2
"Dear customer, Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1,Gujarati+English,upi,synthetic_v2
"Important: Get lottery prize ₹5 lakh now, pay registration fee first 🙏",1,Maithili+English,otp,synthetic_v2
"plz Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,Dogri+English,link,synthetic_v2
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked immediately,1,Malayalam+English,impersonation,synthetic_v2
Alert: Hostel maintenance visit tomorrow morning asap,0,Telugu+English,personal,synthetic_v2
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,Odia+English,kyc,synthetic_v2
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে #update",1,Konkani+English,impersonation,synthetic_v2
Important: Seminar registration open on official college website ✅,0,Maithili+English,social,synthetic_v2
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,Hinglish,link,synthetic_v2
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update,1,Nepali+English,otp,synthetic_v2
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন kindly respond",0,Bengali+English,social,synthetic_v2
Important: Dinner plan tonight? Let's meet near hostel gate. #update,0,Punjabi+English,family,synthetic_v2
"Dear customer, Seminar registration open on official college website ✅",0,Sindhi+English,education,synthetic_v2
Important: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. ✅,1,Kashmiri+English,upi,synthetic_v2
Alert: Income tax refund release: verify PAN and bank details now asap,1,Malayalam+English,credential,synthetic_v2
FYI: a/c verification pending. confirm netbanking password now 🙏,1,Urdu+English,upi,synthetic_v2
FYI: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. asap,1,Urdu+English,impersonation,synthetic_v2
Attention! a/c verification pending. confirm netbanking password now #update,1,Hindi+English,fear,synthetic_v2
Document uploaded to Google Drive for project review kindly respond,0,Konkani+English,personal,synthetic_v2
Hostel maintenance visit tomorrow morning,0,Maithili+English,personal,synthetic_v2
FYI: Document uploaded to Google Drive for project review,0,Nepali+English,work,synthetic_v2
"Dear customer, Your parcel out for delivery",0,Tamil+English,work,synthetic_v2
FYI: Lab viva postponed to next Monday #update,0,Tanglish,family,synthetic_v2
Attention! Your account has suspicious login. click here and update CVV now immediately,1,Tanglish,otp,synthetic_v2
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் kindly respond",1,Marathi+English,link,synthetic_v2
plz Your PhonePe wallet blocked. share mpin to reactivate kindly respond,1,Kashmiri+English,kyc,synthetic_v2
"plz Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. immediately",1,Kashmiri+English,impersonation,synthetic_v2
FYI: Exam timetable announced on portal kindly respond,0,Dogri+English,personal,synthetic_v2
Attention! Cab details: driver number shared for pickup immediately,0,Sanskrit+English,personal,synthetic_v2
FYI: Seminar registration open on official college website immediately,0,Konkani+English,personal,synthetic_v2
"Dear customer, कल assignment submit करना है, भूलना मत asap",0,Urdu+English,commerce,synthetic_v2
Important: Your parcel out for delivery,0,Odia+English,family,synthetic_v2
"Alert: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1,mixed-indic,otp,synthetic_v2
Important: Cab details: driver number shared for pickup #update,0,mixed-indic,family,synthetic_v2
Important: Meeting notes attached in the shared drive. 🙏,0,Manipuri+English,social,synthetic_v2
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. immediately",1,Odia+English,upi,synthetic_v2
Important: Physics CAT prep session at 6 pm in SJT-308 immediately,0,Dogri+English,education,synthetic_v2
plz Dinner plan tonight? Let's meet near hostel gate. 🙏,0,Maithili+English,work,synthetic_v2
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked ✅,1,Manipuri+English,money,synthetic_v2
